oa_code,All families in households,No dependent children in family,One dependent child in family aged 0 to 4,One dependent child in family aged 5 to 11,One dependent child in family aged 12 to 18,Two dependent children in family: Youngest aged 0 to 4,Two dependent children in family: Youngest aged 5 to 11 ,Two dependent children in family: Youngest aged 12 to 18 ,Three or more dependent children in family: Youngest aged 0 to 4 ,Three or more dependent children in family: Youngest aged 5 to 11,Three or more dependent children in family: Youngest aged 12 to 18,All dependent children in households
S00092113,25,21,2,-,1,-,1,-,-,-,-,5
S00092114,16,12,2,-,-,2,-,-,-,-,-,6
S00092115,37,21,3,1,3,3,2,1,2,1,-,30
S00092116,56,33,1,2,4,6,5,1,2,2,-,44
S00092117,23,22,-,-,-,1,-,-,-,-,-,2
S00092118,28,17,1,1,3,3,-,-,1,2,-,20
S00092119,34,21,4,1,2,3,1,-,1,1,-,21
S00092120,21,12,4,-,1,1,1,-,-,2,-,16
S00092121,28,19,-,2,3,3,-,-,1,-,-,14
S00092122,14,8,1,-,2,2,1,-,-,-,-,9
S00092123,37,27,1,-,2,1,2,2,1,1,-,19
S00092124,13,5,-,2,2,1,1,2,-,-,-,12
S00092125,36,23,3,1,4,1,1,1,1,1,-,21
S00092126,29,20,2,-,5,1,1,-,-,-,-,11
S00092127,26,20,-,1,2,-,2,1,-,-,-,9
S00092128,33,24,1,1,3,2,-,2,-,-,-,16
S00092129,47,28,2,1,8,2,2,3,1,-,-,28
S00092130,34,21,2,-,1,3,4,-,2,1,-,27
S00092131,35,19,1,-,1,1,4,2,6,1,-,38
S00092132,32,21,-,2,2,1,3,-,1,2,-,21
S00092133,46,31,4,1,3,4,1,1,1,-,-,24
S00092134,30,20,5,-,1,-,3,1,-,-,-,14
S00092135,58,39,8,1,2,2,2,1,3,-,-,34
S00092136,36,13,2,3,4,2,7,2,2,1,-,40
S00092137,26,20,1,-,-,2,1,-,-,2,-,14
S00092138,47,22,4,5,6,3,4,1,-,2,-,39
S00092139,27,14,2,4,-,4,2,-,-,1,-,22
S00092140,44,15,8,4,4,4,3,3,2,1,-,46
S00092141,14,5,2,3,1,1,1,-,1,-,-,13
S00092142,29,22,2,-,3,-,-,1,-,-,1,10
S00092143,30,24,-,-,1,2,1,-,-,1,1,14
S00092144,48,34,3,-,3,4,1,1,1,1,-,24
S00092145,25,19,-,-,2,1,1,-,1,1,-,12
S00092146,35,26,-,-,2,1,2,3,-,1,-,17
S00092147,47,26,2,-,6,4,2,2,2,1,2,39
S00092148,51,25,2,3,8,7,4,2,-,-,-,39
S00092149,38,25,2,3,2,3,2,-,1,-,-,20
S00092150,26,10,2,6,2,2,2,-,-,1,1,24
S00092151,42,23,5,2,3,3,3,2,1,-,-,29
S00092152,23,16,-,1,1,2,2,-,1,-,-,13
S00092153,50,32,4,3,5,-,3,1,1,1,-,26
S00092154,30,22,1,2,3,-,2,-,-,-,-,10
S00092155,19,12,1,1,-,-,3,1,1,-,-,14
S00092156,20,14,-,1,2,-,2,-,1,-,-,10
S00092157,39,26,2,2,2,3,1,2,-,1,-,21
S00092158,42,28,5,1,3,1,3,-,1,-,-,20
S00092159,32,18,4,1,2,3,2,1,1,-,-,23
S00092160,29,17,2,2,2,2,4,-,-,-,-,18
S00092161,42,20,3,6,6,3,2,1,1,-,-,31
S00092162,43,28,3,-,5,2,2,2,1,-,-,23
S00092163,53,28,8,1,3,7,2,1,3,-,-,43
S00092164,20,8,2,1,2,1,2,2,1,1,-,22
S00092165,44,35,3,1,-,3,-,-,1,-,1,16
S00092166,22,15,1,-,2,-,1,1,1,1,-,14
S00092167,18,11,1,1,3,2,-,-,-,-,-,9
S00092168,35,17,3,-,5,4,1,1,1,3,-,32
S00092169,22,9,2,3,3,1,2,1,1,-,-,20
S00092170,35,16,4,2,1,5,4,1,1,1,-,36
S00092171,31,13,1,3,2,3,2,2,5,-,-,39
S00092172,43,12,-,5,3,3,9,6,3,2,-,60
S00092173,54,15,9,2,6,11,2,2,5,2,-,73
S00092174,44,23,4,2,3,5,-,3,3,1,-,39
S00092175,43,34,1,1,3,1,2,-,1,-,-,14
S00092176,36,28,3,1,3,-,-,1,-,-,-,9
S00092177,43,17,3,2,2,3,2,-,8,5,1,68
S00092178,29,13,6,2,4,1,1,1,1,-,-,22
S00092179,44,31,7,1,3,-,-,2,-,-,-,15
S00092180,41,11,10,5,5,5,2,1,1,1,-,42
S00092181,10,9,-,-,-,-,-,1,-,-,-,2
S00092182,28,18,2,2,2,4,-,-,-,-,-,15
S00092183,37,23,3,2,-,2,3,1,1,2,-,29
S00092184,43,21,2,8,7,-,1,1,2,1,-,33
S00092185,30,17,3,2,4,1,1,-,-,1,1,19
S00092186,20,13,2,2,2,-,-,-,-,1,-,12
S00092187,45,29,5,3,5,-,2,-,-,1,-,20
S00092188,6,6,-,-,-,-,-,-,-,-,-,-
S00092189,16,11,2,1,1,-,-,1,-,-,-,6
S00092190,32,24,2,-,3,-,-,1,2,-,-,13
S00092191,50,34,-,4,1,2,2,3,2,1,1,32
S00092192,12,9,-,1,1,1,-,-,-,-,-,4
S00092193,44,26,2,2,4,2,4,2,1,1,-,30
S00092194,61,35,5,2,4,4,4,2,3,2,-,47
S00092195,51,30,5,1,4,4,5,1,1,-,-,33
S00092196,36,14,9,4,5,3,1,-,-,-,-,26
S00092197,46,19,6,4,4,5,3,1,3,1,-,46
S00092198,37,22,4,4,4,-,1,-,-,2,-,20
S00092199,18,6,1,-,5,3,1,-,1,1,-,20
S00092200,15,5,-,1,1,3,-,1,2,2,-,22
S00092201,32,23,2,-,3,1,-,2,1,-,-,14
S00092202,48,29,3,2,7,-,5,1,-,1,-,28
S00092203,50,31,4,2,3,2,2,2,2,2,-,33
S00092204,45,28,-,1,6,5,3,-,-,2,-,29
S00092205,34,21,4,2,1,1,1,3,1,-,-,20
S00092206,31,14,2,1,3,3,4,2,1,1,-,31
S00092207,51,40,1,2,3,-,-,3,1,1,-,18
S00092208,21,3,1,-,3,4,4,4,1,1,-,34
S00092209,55,30,2,2,7,2,8,1,2,1,-,42
S00092210,35,20,5,3,3,1,-,1,1,1,-,21
S00092211,33,21,1,-,3,2,4,1,1,-,-,24
S00092212,23,12,2,1,1,1,2,1,2,1,-,21
S00092213,44,22,2,1,3,4,4,1,4,2,1,46
S00092214,49,28,2,4,5,3,3,1,2,-,1,34
S00092215,34,8,4,7,5,4,4,1,1,-,-,39
S00092216,40,26,4,1,5,-,2,1,-,-,1,19
S00092217,27,17,3,-,3,-,1,1,2,-,-,17
S00092218,42,31,-,3,2,1,4,-,1,-,-,19
S00092219,31,21,3,-,1,2,1,-,-,2,1,19
S00092220,18,15,1,-,1,-,1,-,-,-,-,4
S00092221,31,19,1,1,2,2,-,2,2,2,-,25
S00092222,30,23,1,-,3,-,1,1,-,1,-,11
S00092223,41,11,7,5,2,7,1,-,5,3,-,55
S00092224,24,16,2,2,2,1,-,1,-,-,-,10
S00092225,25,19,-,-,6,-,-,-,-,-,-,6
S00092226,55,26,5,1,7,5,3,8,-,-,-,45
S00092227,44,23,1,1,7,1,5,2,3,1,-,40
S00092228,29,21,2,-,2,-,2,-,1,1,-,15
S00092229,36,16,3,3,3,3,4,2,2,-,-,33
S00092230,37,22,2,3,1,2,6,1,-,-,-,24
S00092231,41,23,1,1,4,3,4,2,1,2,-,34
S00092232,23,11,-,3,3,3,3,-,-,-,-,18
S00092233,44,25,2,3,5,3,-,2,2,1,1,32
S00092234,22,19,-,-,1,-,1,1,-,-,-,5
S00092235,35,22,-,1,2,2,4,2,2,-,-,25
S00092236,31,16,1,-,4,-,4,4,-,2,-,28
S00092237,27,9,1,-,3,2,5,2,2,3,-,37
S00092238,29,18,1,-,3,-,4,3,-,-,-,18
S00092239,59,19,2,1,13,4,8,7,1,2,2,69
S00092240,41,25,-,2,2,6,1,3,-,1,1,32
S00092241,29,15,4,2,2,4,1,-,1,-,-,21
S00092242,38,22,4,-,4,3,1,2,1,1,-,26
S00092243,19,10,3,-,1,1,3,-,-,1,-,15
S00092244,21,18,-,-,1,-,2,-,-,-,-,5
S00092245,42,36,1,-,3,-,-,1,-,1,-,12
S00092246,42,29,1,1,5,2,-,2,1,1,-,22
S00092247,25,11,3,-,3,2,4,2,-,-,-,22
S00092248,34,28,1,1,-,1,3,-,-,-,-,10
S00092249,24,11,5,1,-,4,2,-,-,1,-,21
S00092250,27,19,-,1,4,-,3,-,-,-,-,11
S00092251,21,15,-,-,1,-,1,1,2,1,-,14
S00092252,53,26,3,1,5,4,6,5,3,-,-,49
S00092253,45,23,5,1,4,4,5,2,1,-,-,35
S00092254,23,16,3,1,-,2,-,-,1,-,-,11
S00092255,38,23,4,1,5,2,2,-,1,-,-,21
S00092256,55,45,4,-,2,1,1,2,-,-,-,14
S00092257,12,9,2,-,1,-,-,-,-,-,-,3
S00092258,48,35,3,-,3,5,1,-,-,1,-,21
S00092259,39,19,3,2,3,7,3,2,-,-,-,32
S00092260,35,24,3,1,2,2,1,2,-,-,-,16
S00092261,31,21,1,2,3,1,2,-,1,-,-,15
S00092262,55,28,7,4,4,3,6,3,-,-,-,39
S00092263,26,15,-,-,3,1,2,3,1,1,-,21
S00092264,28,16,1,-,2,1,2,2,-,4,-,27
S00092265,40,28,-,1,4,2,1,4,-,-,-,19
S00092266,51,28,2,1,6,5,2,3,3,-,1,42
S00092267,45,26,5,1,4,3,3,-,2,-,1,32
S00092268,39,26,2,2,5,2,2,-,-,-,-,17
S00092269,15,7,3,-,2,1,2,-,-,-,-,11
S00092270,17,14,-,-,1,-,-,1,-,1,-,6
S00092271,35,28,1,1,3,1,1,-,-,-,-,11
S00092272,32,24,2,1,2,-,-,2,-,1,-,12
S00092273,22,17,1,-,3,-,-,-,1,-,-,7
S00092274,61,43,1,-,3,3,5,4,1,1,-,34
S00092275,30,18,2,2,2,1,3,1,-,1,-,20
S00092276,23,18,2,-,1,-,1,1,-,-,-,7
S00092277,40,29,-,3,3,1,-,1,-,3,-,20
S00092278,30,12,2,1,5,3,4,-,-,3,-,31
S00092279,22,10,3,-,4,-,5,-,-,-,-,17
S00092280,28,21,-,1,2,1,2,1,-,-,-,11
S00092281,17,11,2,-,2,-,1,1,-,-,-,8
S00092282,19,15,-,-,2,2,-,-,-,-,-,6
S00092283,58,47,3,1,5,1,-,1,-,-,-,13
S00092284,29,19,-,1,2,2,2,-,1,2,-,21
S00092285,24,18,-,1,2,-,1,1,1,-,-,10
S00092286,26,20,-,1,3,-,-,1,1,-,-,9
S00092287,17,11,1,-,2,-,1,-,1,1,-,12
S00092288,30,18,3,1,4,1,2,1,-,-,-,16
S00092289,44,33,-,1,2,2,2,3,1,-,-,25
S00092290,25,17,2,-,2,2,2,-,-,-,-,12
S00092291,36,21,2,2,2,1,1,2,1,4,-,31
S00092292,18,6,1,3,2,-,-,1,2,3,-,24
S00092293,22,13,4,-,3,1,-,1,-,-,-,11
S00092294,13,9,-,1,2,-,1,-,-,-,-,5
S00092295,14,7,4,-,-,-,1,-,1,1,-,14
S00092296,30,23,-,-,3,1,1,1,1,-,-,12
S00092297,31,16,-,2,5,1,2,1,3,-,1,30
S00092298,40,21,2,-,5,4,4,1,3,-,-,35
S00092299,25,17,1,1,1,1,2,2,-,-,-,13
S00092300,34,24,2,-,2,2,3,-,-,1,-,17
S00092301,21,12,1,1,3,1,2,-,1,-,-,15
S00092302,38,25,2,-,4,1,3,2,1,-,-,22
S00092303,29,17,6,-,-,4,-,2,-,-,-,20
S00092304,36,21,-,1,3,4,4,2,1,-,-,28
S00092305,37,18,4,4,2,1,2,2,4,-,-,32
S00092306,26,18,-,-,3,3,-,-,1,1,-,18
S00092307,46,25,1,-,4,4,5,2,2,2,1,46
S00092308,8,3,1,-,1,-,-,1,1,1,-,10
S00092309,17,10,2,-,1,-,3,1,-,-,-,12
S00092310,24,11,2,1,3,1,3,3,-,-,-,20
S00092311,38,18,1,1,3,6,6,-,2,1,-,38
S00092312,42,21,2,3,4,3,4,1,1,3,-,38
S00092313,38,26,1,1,5,-,4,-,-,1,-,18
S00092314,31,25,-,1,2,1,-,1,1,-,-,10
S00092315,16,9,-,-,1,3,-,2,1,-,-,14
S00092316,36,10,3,1,2,4,10,3,-,2,1,50
S00092317,50,22,5,2,5,2,8,2,2,2,-,48
S00092318,51,29,7,1,2,6,2,1,2,1,-,37
S00092319,37,25,1,2,2,4,2,1,-,-,-,19
S00092320,16,7,1,-,3,2,3,-,-,-,-,14
S00092321,23,18,-,1,1,1,-,-,-,2,-,13
S00092322,29,21,3,3,2,-,-,-,-,-,-,8
S00092323,47,20,1,4,2,2,5,4,6,3,-,58
S00092324,50,36,3,1,3,-,2,2,-,3,-,25
S00092325,28,18,1,-,2,-,2,2,3,-,-,22
S00092326,35,20,3,2,3,2,4,-,1,-,-,23
S00092327,35,26,1,1,2,1,2,-,-,2,-,16
S00092328,25,14,-,1,2,5,-,-,2,1,-,22
S00092329,53,21,4,1,5,3,10,6,1,1,1,57
S00092330,44,23,-,7,3,3,2,-,3,2,1,41
S00092331,51,31,1,2,1,4,6,2,1,2,1,41
S00092332,58,39,1,4,3,5,2,2,-,2,-,32
S00092333,66,34,8,3,2,11,6,-,2,-,-,54
S00092334,53,20,6,6,3,6,8,1,2,1,-,54
S00092335,55,21,5,4,1,12,6,1,4,1,-,66
S00092336,50,24,4,1,1,8,7,-,4,1,-,52
S00092337,43,18,8,1,1,11,2,-,1,1,-,42
S00092338,43,19,3,5,3,8,2,2,1,-,-,39
S00092339,42,11,15,4,1,7,2,-,1,1,-,44
S00092340,55,28,14,3,-,7,-,-,3,-,-,40
S00092341,72,29,17,4,2,8,5,1,3,2,1,69
S00092342,44,31,3,2,1,1,4,1,-,1,-,21
S00092343,21,16,1,-,1,2,-,-,-,1,-,9
S00092344,71,20,8,3,6,9,8,5,9,2,1,101
S00092345,49,18,2,2,4,7,9,4,2,1,-,57
S00092346,53,10,8,3,3,16,6,3,2,2,-,76
S00092347,69,19,18,5,7,11,5,1,2,-,1,73
S00092348,45,17,2,3,6,6,7,-,2,1,1,49
S00092349,43,16,4,3,2,7,4,2,2,2,1,54
S00092350,46,27,2,4,5,3,2,2,-,1,-,29
S00092351,33,17,2,1,3,-,4,3,3,-,-,35
S00092352,31,20,3,1,1,3,-,2,1,-,-,19
S00092353,64,28,5,1,7,9,3,4,5,2,-,67
S00092354,35,10,4,5,3,4,7,-,-,2,-,40
S00092355,23,14,1,-,3,2,1,1,-,1,-,16
S00092356,50,33,5,-,1,3,4,1,2,1,-,32
S00092357,30,19,1,1,2,1,2,4,-,-,-,19
S00092358,41,23,2,1,2,3,9,-,1,-,-,32
S00092359,27,20,3,1,2,-,-,-,1,-,-,9
S00092360,41,24,2,2,6,1,3,1,1,1,-,26
S00092361,34,17,4,2,2,2,2,1,2,2,-,35
S00092362,47,30,-,3,2,1,8,-,1,2,-,37
S00092363,41,16,4,1,7,3,2,3,1,3,1,43
S00092364,26,19,1,1,3,-,1,-,1,-,-,10
S00092365,46,33,3,3,-,1,3,-,2,1,-,23
S00092366,59,27,5,1,3,8,6,5,2,2,-,59
S00092367,44,31,2,1,4,3,1,-,-,1,1,21
S00092368,40,31,-,2,1,1,1,2,1,1,-,17
S00092369,41,31,2,1,-,1,2,-,4,-,-,26
S00092370,51,32,3,1,4,2,2,1,3,3,-,36
S00092371,39,27,2,-,2,3,2,1,1,-,1,22
S00092372,45,16,6,3,1,5,6,4,3,1,-,53
S00092373,30,6,-,6,3,-,6,2,4,3,-,46
S00092374,40,23,4,2,3,3,2,1,1,1,-,28
S00092375,60,41,1,4,8,1,2,1,1,1,-,28
S00092376,33,18,2,-,2,3,2,2,1,3,-,30
S00092377,27,19,1,-,2,1,1,2,1,-,-,14
S00092378,31,17,1,1,1,2,4,1,-,4,-,30
S00092379,28,16,2,-,2,3,3,-,1,1,-,22
S00092380,18,11,1,2,-,-,1,1,2,-,-,13
S00092381,22,12,3,-,2,1,2,1,-,1,-,16
S00092382,28,14,5,-,1,3,-,1,-,3,1,28
S00092383,44,20,2,3,7,1,2,2,1,5,1,44
S00092384,49,30,3,5,4,2,3,-,1,1,-,28
S00092385,51,22,3,3,3,9,7,-,3,1,-,56
S00092386,48,18,7,6,1,9,1,1,2,2,1,52
S00092387,63,33,5,5,2,7,5,1,4,1,-,55
S00092388,31,14,6,1,2,2,2,2,1,1,-,28
S00092389,71,20,14,3,6,16,5,4,-,1,2,82
S00092390,37,23,1,-,6,1,3,-,2,1,-,24
S00092391,19,13,2,1,-,2,-,-,-,1,-,10
S00092392,49,28,3,1,2,3,2,3,5,2,-,47
S00092393,33,18,2,2,3,2,2,2,1,1,-,28
S00092394,61,43,3,5,3,3,-,2,1,1,-,30
S00092395,40,21,3,-,2,7,2,2,1,2,-,37
S00092396,37,26,2,1,3,1,-,3,1,-,-,17
S00092397,50,31,2,-,6,4,3,2,1,1,-,32
S00092398,60,36,2,1,6,5,4,3,2,1,-,45
S00092399,46,29,4,-,3,-,3,3,1,3,-,32
S00092400,62,31,2,1,7,4,7,4,-,6,-,58
S00092401,39,14,1,3,5,3,7,2,3,1,-,47
S00092402,52,34,3,2,7,2,2,1,1,-,-,25
S00092403,52,13,9,4,2,10,7,2,1,4,-,68
S00092404,20,13,3,3,1,-,-,-,-,-,-,7
S00092405,25,8,-,4,2,6,1,2,-,2,-,30
S00092406,45,14,3,7,5,4,9,-,2,1,-,50
S00092407,61,19,2,6,12,5,7,6,3,-,1,68
S00092408,43,27,3,4,2,1,2,2,-,-,2,25
S00092409,42,17,2,4,3,2,5,3,1,4,1,47
S00092410,49,23,2,1,6,3,3,5,5,1,-,50
S00092411,26,16,-,1,2,1,-,3,-,3,-,21
S00092412,35,20,1,3,2,4,1,2,-,2,-,26
S00092413,40,22,1,1,3,1,4,3,4,-,1,36
S00092414,31,26,-,-,-,1,1,1,-,2,-,12
S00092415,41,21,4,3,4,1,3,1,-,3,1,33
S00092416,33,22,3,1,3,-,3,-,-,1,-,16
S00092417,25,18,2,-,2,-,2,1,-,-,-,10
S00092418,43,28,2,1,6,-,1,-,3,2,-,29
S00092419,22,13,1,-,2,-,3,-,1,1,1,18
S00092420,45,25,1,-,2,6,5,1,5,-,-,42
S00092421,20,12,3,-,-,3,2,-,-,-,-,13
S00092422,33,13,3,1,6,3,3,-,4,-,-,37
S00092423,41,22,2,1,6,3,2,2,1,2,-,32
S00092424,20,15,1,-,-,-,3,-,-,1,-,10
S00092425,47,32,1,1,3,4,1,1,2,1,1,32
S00092426,42,27,3,1,5,1,1,1,-,3,-,25
S00092427,40,26,3,3,2,1,3,-,1,1,-,22
S00092428,20,16,-,2,-,-,1,1,-,-,-,6
S00092429,30,19,1,-,2,1,4,-,3,-,-,26
S00092430,34,17,1,2,6,2,4,-,1,1,-,27
S00092431,45,29,3,2,3,-,2,4,1,1,-,27
S00092432,31,16,1,3,4,1,3,1,1,-,1,24
S00092433,40,25,2,1,5,3,2,1,1,-,-,24
S00092434,66,31,7,3,6,6,5,3,2,1,2,60
S00092435,24,19,3,1,-,-,1,-,-,-,-,6
S00092436,48,29,3,1,7,2,3,2,-,1,-,28
S00092437,55,25,5,3,5,5,6,3,3,-,-,52
S00092438,16,10,-,2,1,-,2,1,-,-,-,9
S00092439,42,26,2,1,7,3,3,-,-,-,-,22
S00092440,18,10,1,2,1,1,1,-,2,-,-,15
S00092441,69,41,-,-,12,1,9,4,1,1,-,48
S00092442,40,20,1,3,3,4,3,2,1,2,1,38
S00092443,30,13,3,3,2,5,4,-,-,-,-,26
S00092444,32,13,3,2,4,6,-,4,-,-,-,29
S00092445,19,10,2,3,2,-,1,-,1,-,-,12
S00092446,30,23,1,1,1,-,1,-,1,2,-,14
S00092447,26,19,-,-,5,-,1,1,-,-,-,9
S00092448,54,34,2,2,3,2,4,3,2,2,-,37
S00092449,29,17,3,1,1,3,1,2,-,1,-,20
S00092450,53,14,2,4,8,4,9,5,6,1,-,74
S00092451,34,22,1,1,4,1,1,1,3,-,-,22
S00092452,36,23,-,3,1,3,3,1,2,-,-,26
S00092453,38,24,3,-,2,2,3,2,2,-,-,27
S00092454,23,12,1,-,3,2,3,1,-,1,-,19
S00092455,38,26,3,2,2,1,2,1,1,-,-,18
S00092456,26,20,-,-,2,1,1,2,-,-,-,10
S00092457,27,11,2,1,6,1,1,3,-,2,-,25
S00092458,58,35,4,2,7,3,3,2,1,1,-,35
S00092459,53,32,1,3,8,2,3,4,-,-,-,30
S00092460,26,11,5,-,4,2,1,3,-,-,-,21
S00092461,22,14,1,1,1,1,4,-,-,-,-,13
S00092462,38,20,1,2,5,3,3,2,1,-,1,31
S00092463,27,15,-,-,3,3,3,-,2,1,-,25
S00092464,41,27,3,3,2,2,1,-,2,1,-,26
S00092465,23,15,1,2,2,2,1,-,-,-,-,11
S00092466,52,27,5,1,9,1,3,1,3,2,-,46
S00092467,48,22,3,2,5,1,3,8,4,-,-,49
S00092468,29,19,1,2,3,1,1,1,-,1,-,15
S00092469,22,14,2,-,2,3,1,-,-,-,-,12
S00092470,51,26,11,4,4,2,1,2,1,-,-,33
S00092471,69,42,9,4,9,2,1,1,1,-,-,33
S00092472,22,13,3,-,3,2,-,-,1,-,-,14
S00092473,32,16,2,1,7,1,2,3,-,-,-,22
S00092474,55,28,5,2,7,2,5,3,-,2,1,44
S00092475,40,19,5,3,4,5,-,3,-,1,-,31
S00092476,29,19,-,-,4,-,2,1,1,1,1,19
S00092477,44,34,-,-,3,1,1,2,-,3,-,22
S00092478,24,15,1,-,1,1,-,2,2,2,-,21
S00092479,44,26,2,3,2,1,2,3,2,3,-,38
S00092480,31,22,-,1,3,1,2,-,1,1,-,16
S00092481,33,26,-,-,3,1,1,2,-,-,-,11
S00092482,30,21,2,1,3,-,2,-,-,-,1,13
S00092483,46,33,2,2,3,2,3,-,-,1,-,20
S00092484,32,27,-,-,1,1,3,-,-,-,-,11
S00092485,40,30,2,-,1,3,-,1,1,2,-,20
S00092486,21,13,1,1,-,3,-,2,-,1,-,15
S00092487,56,37,3,1,4,1,3,2,3,1,1,39
S00092488,23,15,-,2,1,1,3,-,-,1,-,14
S00092489,42,26,4,1,1,5,2,1,1,-,1,28
S00092490,33,23,-,-,3,2,2,-,1,1,1,22
S00092491,36,20,1,2,3,4,2,3,1,-,-,27
S00092492,31,10,5,2,2,5,5,-,2,-,-,35
S00092493,50,27,3,1,5,4,7,1,1,1,-,41
S00092494,47,33,-,2,1,-,3,4,2,2,-,31
S00092495,41,23,1,-,4,3,5,3,1,-,1,34
S00092496,41,22,2,2,3,3,6,1,-,2,-,33
S00092497,31,20,2,2,-,6,-,-,-,1,-,20
S00092498,36,23,-,-,3,1,5,2,1,1,-,26
S00092499,31,21,-,-,2,3,3,1,-,1,-,20
S00092500,42,31,1,-,4,2,1,1,2,-,-,19
S00092501,35,25,-,-,3,3,2,1,-,1,-,18
S00092502,39,29,-,1,2,-,4,2,1,-,-,18
S00092503,47,31,2,1,5,-,2,3,1,1,1,27
S00092504,40,28,2,-,4,1,3,-,2,-,-,20
S00092505,31,21,1,1,3,4,-,1,-,-,-,15
S00092506,47,27,1,3,3,3,4,2,1,3,-,37
S00092507,51,27,1,3,5,4,5,2,1,2,1,44
S00092508,57,25,6,1,8,11,5,1,-,-,-,49
S00092509,38,23,5,1,2,2,3,1,-,1,-,23
S00092510,40,21,2,1,4,3,5,-,1,3,-,35
S00092511,49,35,9,1,1,1,-,1,1,-,-,21
S00092512,61,17,7,6,5,13,5,3,2,3,-,77
S00092513,49,38,1,1,2,-,4,1,2,-,-,20
S00092514,39,23,2,2,2,3,3,2,1,1,-,28
S00092515,14,9,-,-,2,-,2,1,-,-,-,8
S00092516,33,25,1,1,3,-,2,-,-,1,-,14
S00092517,43,23,5,3,5,5,1,-,1,-,-,28
S00092518,42,17,6,3,2,9,2,2,1,-,-,40
S00092519,61,34,5,1,4,6,8,1,1,1,-,46
S00092520,40,22,2,1,2,4,4,-,2,3,-,38
S00092521,40,21,3,2,1,1,7,-,1,4,-,37
S00092522,56,37,2,1,2,4,4,2,-,4,-,37
S00092523,23,14,1,-,2,5,1,-,-,-,-,15
S00092524,62,31,8,1,3,4,7,5,1,2,-,53
S00092525,21,10,-,1,2,4,-,3,-,1,-,20
S00092526,36,16,12,-,1,3,-,1,2,1,-,30
S00092527,36,16,8,1,1,5,1,3,1,-,-,31
S00092528,44,24,1,2,11,1,4,-,-,-,1,27
S00092529,47,33,3,3,2,-,2,1,1,1,1,23
S00092530,37,27,-,1,2,1,5,-,-,1,-,18
S00092531,34,22,3,1,2,-,2,-,1,1,2,22
S00092532,44,24,2,-,6,2,4,3,1,2,-,36
S00092533,37,25,3,1,3,2,2,-,-,1,-,18
S00092534,53,31,2,2,4,3,4,5,2,-,-,38
S00092535,22,14,1,2,1,1,-,-,1,2,-,16
S00092536,35,27,-,1,1,1,3,1,-,1,-,15
S00092537,18,10,-,2,3,-,1,2,-,-,-,11
S00092538,61,38,4,2,2,7,6,2,-,-,-,38
S00092539,29,20,1,-,4,-,3,-,-,1,-,14
S00092540,42,20,4,1,5,5,1,5,1,-,-,35
S00092541,36,19,-,1,4,3,3,4,1,1,-,35
S00092542,34,19,3,-,5,-,2,2,1,2,-,28
S00092543,69,47,1,2,6,2,6,2,2,-,1,38
S00092544,29,22,2,1,-,-,1,2,-,1,-,12
S00092545,37,26,1,2,3,3,1,1,-,-,-,16
S00092546,21,11,4,-,3,1,-,1,1,-,-,14
S00092547,35,27,2,1,-,2,1,1,1,-,-,14
S00092548,22,17,1,1,2,-,1,-,-,-,-,6
S00092549,37,22,2,1,4,1,3,-,1,3,-,27
S00092550,73,22,10,5,4,14,7,4,5,1,1,91
S00092551,65,22,9,7,4,7,6,4,4,2,-,74
S00092552,67,20,16,1,5,14,5,2,2,2,-,76
S00092553,49,18,8,2,2,7,7,2,1,2,-,55
S00092554,56,19,3,1,10,9,5,5,3,1,-,64
S00092555,53,9,6,6,3,18,4,2,2,3,-,81
S00092556,41,16,5,2,6,2,4,2,3,1,-,41
S00092557,58,26,7,1,5,6,6,7,-,-,-,51
S00092558,65,16,6,6,8,13,4,3,5,4,-,88
S00092559,53,23,4,2,1,4,10,3,3,3,-,60
S00092560,42,17,-,8,6,1,3,4,-,2,1,39
S00092561,24,14,1,-,3,-,-,2,-,3,1,23
S00092562,58,32,10,3,5,2,3,-,1,1,1,39
S00092563,45,22,5,2,3,3,2,2,3,3,-,43
S00092564,30,16,4,1,-,-,4,2,1,2,-,28
S00092565,51,24,3,2,6,5,8,1,1,-,1,45
S00092566,34,20,2,1,4,3,2,-,1,-,1,23
S00092567,46,9,4,1,5,7,13,4,1,2,-,67
S00092568,34,11,3,1,3,4,5,5,1,-,1,41
S00092569,59,17,7,3,6,9,6,7,3,1,-,73
S00092570,39,12,1,4,5,2,5,5,3,2,-,49
S00092571,26,19,-,-,1,1,1,-,2,1,1,18
S00092572,24,18,-,-,1,1,1,-,1,2,-,16
S00092573,59,29,3,5,6,6,4,3,2,1,-,54
S00092574,43,29,1,2,2,-,7,2,-,-,-,23
S00092575,51,32,1,1,3,3,6,3,1,1,-,36
S00092576,32,19,3,1,2,1,3,-,1,2,-,24
S00092577,30,17,1,1,4,2,2,1,2,-,-,23
S00092578,35,17,1,-,-,5,5,1,2,2,2,42
S00092579,34,21,2,1,2,2,1,2,-,1,2,26
S00092580,44,27,1,-,3,1,4,3,2,1,2,37
S00092581,46,32,1,1,3,3,1,1,-,3,1,28
S00092582,14,14,-,-,-,-,-,-,-,-,-,-
S00092583,32,25,1,1,2,1,2,-,-,-,-,10
S00092584,23,13,-,1,1,3,1,3,1,-,-,19
S00092585,58,36,1,4,5,4,3,3,1,1,-,36
S00092586,51,31,1,2,4,3,2,1,3,4,-,41
S00092587,43,28,1,2,5,3,1,3,-,-,-,22
